Record_ID,Timestamp,Shift,Machine_Type,Machine_ID,Machine_Age_Years,Operator_ID,Operator_Age,Operator_Experience_Years,Site_ID,Site_Location,GPS_Latitude,GPS_Longitude,Task_Type,Task_Start_Time,Task_End_Time,Task_Duration_min,Weather_Condition,Temperature_C,Visibility,Terrain_Type,Engine_Hours,Fuel_Used_L,Fuel_Efficiency_L_per_hr,Load_Cycles,Payload_Weight_kg,Distance_Covered_m,Idling_Time_min,Vibration_Level,Engine_Temperature_C,Hydraulic_Pressure_psi,Harsh_Braking_Events,Overspeed_Events,Seatbelt_Status,Fatigue_Alert,Maintenance_Alert,Downtime_min,Productivity_Score,Safety_Alert_Triggered
580,2025-03-30 08:19:00,Morning,Excavator,EXC004,11.9,OP1001,57,17.1,SITE06,"Pune, MH",10.57294,77.30753,Demolition,2025-03-30 08:19:00,2025-03-30 08:47:06,28.1,Clear,26.7,Good,Flat,4583.8,4.54,9.69,8,1595.2,425.1,8,2.68,100.1,2118.6,1,1,Fastened,No,No,1,100,No
581,2025-03-30 08:39:00,Morning,Bulldozer,BDZ003,2.9,OP1029,39,3.8,SITE08,"Vizag, AP",8.69498,75.65971,Material Transport,2025-03-30 08:39:00,2025-03-30 09:55:00,76,Clear,26.4,Good,Rocky,4816,2.26,1.78,8,1706.7,388.4,17,4.24,94.2,2454,0,2,Fastened,No,No,1,100,No
582,2025-03-30 08:55:00,Morning,Wheel Loader,WLD001,1.2,OP1018,47,1.9,SITE06,"Pune, MH",10.58338,77.30291,Grading,2025-03-30 08:55:00,2025-03-30 09:38:42,43.7,Clear,35.3,Good,Rocky,4606,7.11,9.76,6,1905.4,376.9,6,5.23,84.4,2192.7,0,1,Fastened,No,No,2,100,No
583,2025-03-30 15:31:00,Afternoon,Wheel Loader,WLD002,4.3,OP1030,48,15.2,SITE07,"Nagpur, MH",18.24731,75.04478,Loading,2025-03-30 15:31:00,2025-03-30 16:00:24,29.4,Fog,20.2,Poor,Uneven,4105,7.48,15.27,9,2215.2,296.6,29,2.9,104.1,2302.3,0,0,Unfastened,No,No,0,81.3,Yes
584,2025-03-30 16:32:00,Afternoon,Wheel Loader,WLD002,5.9,OP1028,46,1.4,SITE08,"Vizag, AP",8.70771,75.66285,Grading,2025-03-30 16:32:00,2025-03-30 17:06:00,34,Clear,31.6,Good,Sloped,2088.7,5.71,10.08,5,596.8,335.8,5,4.18,99.4,2854.1,0,0,Fastened,Yes,No,1,87.7,Yes
585,2025-03-30 16:48:00,Afternoon,Wheel Loader,WLD004,4.7,OP1018,47,1.9,SITE04,"Bengaluru, KA",14.7164,75.94422,Digging,2025-03-30 16:48:00,2025-03-30 17:04:36,16.6,Rain,26.1,Moderate,Flat,3926.9,3.1,11.2,12,1949.9,427.1,83,2.11,94.3,2191.5,0,0,Fastened,No,No,1,72.1,No
586,2025-03-30 19:02:00,Afternoon,Bulldozer,BDZ002,6.2,OP1026,51,4.7,SITE02,"Coimbatore, TN",14.78358,81.94421,Leveling,2025-03-30 19:02:00,2025-03-30 19:57:54,55.9,Clear,30.9,Good,Sloped,4022,2.91,3.12,10,2718.8,460.3,18,2.65,85.6,2703.1,1,0,Fastened,No,No,0,100,No
587,2025-03-30 19:33:00,Afternoon,Excavator,EXC004,11.5,OP1014,36,18.2,SITE02,"Coimbatore, TN",14.78342,81.95286,Grading,2025-03-30 19:33:00,2025-03-30 20:37:54,64.9,Rain,20.9,Moderate,Sloped,2490.2,6.99,6.46,12,1480.1,265.8,1,2.98,97.1,2149.2,0,2,Fastened,No,No,4,100,No
588,2025-03-30 22:33:00,Night,Motor Grader,MGR001,4.3,OP1032,51,21.3,SITE04,"Bengaluru, KA",14.72031,75.95554,Grading,2025-03-30 22:33:00,2025-03-30 22:53:48,20.8,Clear,29.2,Good,Muddy,4018.1,3.98,11.48,6,1360.5,648.4,7,3.91,88.8,2218.6,0,0,Fastened,No,No,5,84.7,Yes
589,2025-03-31 00:28:00,Night,Excavator,EXC001,13.3,OP1005,45,2.5,SITE06,"Pune, MH",10.5665,77.31068,Loading,2025-03-31 00:28:00,2025-03-31 01:16:12,48.2,Cloudy,24,Good,Flat,2547,6.72,8.37,13,2575.6,222,15,0.23,90.2,2626.2,0,0,Fastened,No,No,1,100,No
590,2025-03-31 02:11:00,Night,Wheel Loader,WLD001,1.2,OP1004,53,15.5,SITE04,"Bengaluru, KA",14.70493,75.95608,Material Transport,2025-03-31 02:11:00,2025-03-31 03:16:24,65.4,Fog,18.1,Poor,Uneven,2788.8,2.85,2.61,10,794.4,499.3,8,4.01,96.9,3022.8,1,0,Unfastened,Yes,No,0,100,No
591,2025-03-31 04:27:00,Night,Excavator,EXC001,9.9,OP1039,30,5.4,SITE07,"Nagpur, MH",18.24343,75.04704,Trenching,2025-03-31 04:27:00,2025-03-31 05:36:42,69.7,Extreme Heat,45.6,Good,Muddy,2515.7,3.22,2.77,7,1944.2,577,7,3.8,87.5,2226.5,0,0,Fastened,No,No,2,100,No
592,2025-03-31 12:35:00,Morning,Excavator,EXC001,11.2,OP1014,36,18.2,SITE06,"Pune, MH",10.56707,77.31503,Trenching,2025-03-31 12:35:00,2025-03-31 13:33:06,58.1,Clear,27,Good,Uneven,4860.1,6.03,6.23,10,1620.6,263,1,2.96,94.7,1963,0,1,Unfastened,No,Yes,4,100,No
593,2025-03-31 21:12:00,Afternoon,Motor Grader,MGR002,14,OP1017,30,12.4,SITE03,"Vellore, TN",15.61566,79.19661,Leveling,2025-03-31 21:12:00,2025-03-31 21:45:18,33.3,Clear,29.9,Good,Uneven,1680.5,1.71,3.08,15,1917.5,134.2,9,2.66,97,2106.7,0,0,Fastened,No,No,1,100,No
594,2025-04-01 01:26:00,Night,Motor Grader,MGR002,11.3,OP1031,31,16.5,SITE07,"Nagpur, MH",18.25063,75.03972,Loading,2025-04-01 01:26:00,2025-04-01 02:47:00,81,Fog,18.9,Poor,Flat,2258.6,3.92,2.9,11,300.5,412.9,18,3.64,91.3,2821,0,0,Fastened,No,Yes,13,93.8,No
595,2025-04-01 02:37:00,Night,Bulldozer,BDZ003,12.2,OP1030,48,15.2,SITE08,"Vizag, AP",8.69235,75.65543,Leveling,2025-04-01 02:37:00,2025-04-01 02:42:00,5,Fog,21.6,Poor,Muddy,4213.6,6.27,62.7,7,1673,361.8,0,2.67,93.4,2108.8,1,0,Fastened,No,No,3,100,No
596,2025-04-01 07:05:00,Morning,Motor Grader,MGR002,11.6,OP1017,30,12.4,SITE04,"Bengaluru, KA",14.70125,75.95208,Trenching,2025-04-01 07:05:00,2025-04-01 07:59:54,54.9,Cloudy,27.4,Good,Uneven,2882.8,5.27,5.76,6,1777.3,241.8,28,1.58,93.2,2710.4,1,1,Unfastened,No,Yes,1,92.4,No
597,2025-04-01 11:21:00,Morning,Wheel Loader,WLD001,10.4,OP1023,52,21.4,SITE01,"Chennai, TN",16.01197,78.12337,Trenching,2025-04-01 11:21:00,2025-04-01 12:13:54,52.9,Clear,29.4,Good,Sloped,2761.5,4.79,5.43,9,1854.7,342.8,7,3.48,92.3,2410,1,1,Fastened,No,No,0,100,No
598,2025-04-01 14:45:00,Afternoon,Excavator,EXC002,2.8,OP1021,53,16.8,SITE02,"Coimbatore, TN",14.78999,81.94496,Material Transport,2025-04-01 14:45:00,2025-04-01 15:22:30,37.5,Clear,27,Good,Muddy,1776.6,3.67,5.87,7,1700.1,432.5,61,3.11,98.3,2744.9,0,0,Unfastened,No,No,0,62.9,Yes
599,2025-04-01 15:20:00,Afternoon,Excavator,EXC004,8.5,OP1011,37,8.5,SITE01,"Chennai, TN",16.02996,78.1201,Digging,2025-04-01 15:20:00,2025-04-01 16:08:00,48,Clear,34.3,Good,Muddy,1703.1,4.36,5.45,5,2266.8,343.6,25,1.91,96.4,2446.9,2,1,Fastened,No,No,0,78.5,Yes
600,2025-04-01 16:23:00,Afternoon,Excavator,EXC005,12.4,OP1036,43,4.6,SITE01,"Chennai, TN",16.01814,78.12535,Material Transport,2025-04-01 16:23:00,2025-04-01 17:35:42,72.7,Cloudy,30.4,Good,Uneven,3420,5.49,4.53,8,1122.3,308.8,13,3.88,98.2,2520.6,1,0,Unfastened,No,No,3,100,No
601,2025-04-01 18:13:00,Afternoon,Bulldozer,BDZ002,12.8,OP1003,27,19,SITE08,"Vizag, AP",8.69863,75.66345,Trenching,2025-04-01 18:13:00,2025-04-01 18:42:36,29.6,Cloudy,25.7,Good,Sloped,4362.1,1.72,3.49,8,1468.4,442.5,16,4.54,101.7,2174.6,2,0,Unfastened,No,Yes,7,96,No
602,2025-04-01 19:27:00,Afternoon,Wheel Loader,WLD004,2.9,OP1026,51,4.7,SITE06,"Pune, MH",10.57395,77.30717,Loading,2025-04-01 19:27:00,2025-04-01 20:16:36,49.6,Clear,30,Good,Rocky,3183.5,6.16,7.45,7,1608.1,256.2,6,1.79,94.9,2300.2,0,0,Fastened,No,No,2,100,No
603,2025-04-02 03:13:00,Night,Wheel Loader,WLD001,10.3,OP1013,53,14.3,SITE06,"Pune, MH",10.57012,77.30628,Material Transport,2025-04-02 03:13:00,2025-04-02 03:59:00,46,Clear,33,Good,Sloped,3123.5,4.86,6.34,8,2519.2,92.6,3,3.6,92.8,2932.2,0,0,Fastened,No,No,3,100,No
604,2025-04-02 11:32:00,Morning,Excavator,EXC002,1.1,OP1004,53,15.5,SITE01,"Chennai, TN",16.0291,78.12084,Demolition,2025-04-02 11:32:00,2025-04-02 12:32:06,60.1,Rain,22.7,Moderate,Flat,3348.8,0.3,0.3,13,1870.7,400.7,4,3.02,84,2405,0,0,Fastened,No,No,2,100,No
605,2025-04-02 12:21:00,Morning,Bulldozer,BDZ003,2.1,OP1020,26,14.1,SITE08,"Vizag, AP",8.70814,75.65636,Loading,2025-04-02 12:21:00,2025-04-02 12:58:48,37.8,Clear,25.1,Good,Rocky,3934.3,5.54,8.79,14,2344.2,280.2,10,2.18,97.4,2698.4,1,0,Fastened,No,No,1,100,No
606,2025-04-02 20:54:00,Afternoon,Wheel Loader,WLD001,1.2,OP1027,51,10.5,SITE06,"Pune, MH",10.57537,77.30486,Leveling,2025-04-02 20:54:00,2025-04-02 21:52:12,58.2,Fog,22,Poor,Muddy,2330.4,3.67,3.78,8,1811.1,478,38,3.32,93.3,2616.9,1,1,Fastened,No,No,1,89.8,No
607,2025-04-02 22:47:00,Night,Backhoe Loader,BHL001,0.7,OP1003,27,19,SITE04,"Bengaluru, KA",14.71565,75.9505,Demolition,2025-04-02 22:47:00,2025-04-02 23:20:36,33.6,Cloudy,22.8,Good,Flat,3495.8,2.9,5.18,16,1383.1,266.8,43,2.21,91,2759.4,0,0,Unfastened,No,No,1,96.9,No
608,2025-04-03 01:26:00,Night,Excavator,EXC003,13,OP1035,40,10.6,SITE03,"Vellore, TN",15.61204,79.18912,Trenching,2025-04-03 01:26:00,2025-04-03 01:51:06,25.1,Clear,32.2,Good,Sloped,4173.6,3.66,8.75,10,2664.6,586.9,0,3.86,95.1,2158.2,0,0,Fastened,No,Yes,19,96.8,No
609,2025-04-03 06:41:00,Morning,Excavator,EXC005,10.2,OP1005,45,2.5,SITE04,"Bengaluru, KA",14.70414,75.96129,Grading,2025-04-03 06:41:00,2025-04-03 06:55:42,14.7,Clear,25.2,Good,Rocky,3451.1,5.04,20.57,10,1486,443.6,1,3.16,92.5,2422.6,2,1,Fastened,No,No,2,100,No
610,2025-04-03 09:35:00,Morning,Wheel Loader,WLD001,11.6,OP1007,24,16.9,SITE08,"Vizag, AP",8.69792,75.66152,Demolition,2025-04-03 09:35:00,2025-04-03 09:58:18,23.3,Clear,30.2,Good,Sloped,4123.2,5.11,13.16,8,991.3,303.9,2,1.57,87.5,2461.8,1,0,Fastened,No,No,1,100,No
611,2025-04-03 10:33:00,Morning,Wheel Loader,WLD004,8.9,OP1004,53,15.5,SITE04,"Bengaluru, KA",14.70753,75.94543,Grading,2025-04-03 10:33:00,2025-04-03 11:23:06,50.1,Rain,26.3,Moderate,Flat,2958.5,3.91,4.68,11,1833.8,393.7,35,3.28,106.1,2626.3,0,1,Fastened,No,No,0,95.7,No
612,2025-04-03 16:18:00,Afternoon,Excavator,EXC001,11.8,OP1033,42,7.5,SITE02,"Coimbatore, TN",14.79056,81.94099,Digging,2025-04-03 16:18:00,2025-04-03 17:12:54,54.9,Rain,27,Moderate,Rocky,4949.7,6.82,7.45,14,1352.9,286.4,14,4.57,98.8,2451.7,1,1,Fastened,No,No,1,100,No
613,2025-04-03 18:50:00,Afternoon,Motor Grader,MGR001,11.1,OP1017,30,12.4,SITE03,"Vellore, TN",15.62286,79.20178,Grading,2025-04-03 18:50:00,2025-04-03 19:42:36,52.6,Cloudy,26,Good,Sloped,3069.2,4.14,4.72,8,568.4,361.8,65,2.7,106.1,2457.7,1,0,Unfastened,No,No,0,62.1,Yes
614,2025-04-04 01:32:00,Night,Excavator,EXC005,11.1,OP1013,53,14.3,SITE07,"Nagpur, MH",18.2417,75.04715,Demolition,2025-04-04 01:32:00,2025-04-04 02:26:36,54.6,Rain,21.2,Moderate,Sloped,3599.3,5.19,5.7,12,1678.4,420.2,34,3.18,91.7,2626.6,0,0,Unfastened,No,No,1,81.6,Yes
615,2025-04-04 03:06:00,Night,Bulldozer,BDZ001,4.7,OP1006,48,21.5,SITE02,"Coimbatore, TN",14.79238,81.93696,Material Transport,2025-04-04 03:06:00,2025-04-04 03:48:36,42.6,Cloudy,29.5,Good,Flat,4127.9,5.63,7.93,10,1189.1,377.7,4,3.23,82.4,2760.2,1,1,Unfastened,No,No,0,95,Yes
616,2025-04-04 08:59:00,Morning,Excavator,EXC003,6.9,OP1005,45,2.5,SITE08,"Vizag, AP",8.70342,75.65482,Trenching,2025-04-04 08:59:00,2025-04-04 09:07:30,8.5,Rain,20.2,Moderate,Flat,2939,3.16,22.31,13,2539.7,221.3,26,2.58,85.1,2038.2,0,0,Fastened,No,No,0,100,No
617,2025-04-04 12:24:00,Morning,Wheel Loader,WLD003,14.9,OP1013,53,14.3,SITE01,"Chennai, TN",16.0205,78.11632,Digging,2025-04-04 12:24:00,2025-04-04 13:12:24,48.4,Clear,24.9,Good,Uneven,1742.6,0.97,1.2,12,1394.4,517.7,4,4.69,100.1,2585.3,1,0,Fastened,No,No,1,100,No
618,2025-04-04 13:50:00,Morning,Excavator,EXC003,3.6,OP1023,52,21.4,SITE03,"Vellore, TN",15.61236,79.18761,Demolition,2025-04-04 13:50:00,2025-04-04 14:54:18,64.3,Extreme Heat,44,Good,Rocky,3407.2,5.4,5.04,8,2221.5,545.1,0,2.51,92.6,2324.9,0,2,Fastened,No,No,0,100,No
619,2025-04-04 16:17:00,Afternoon,Backhoe Loader,BHL002,14,OP1007,24,16.9,SITE03,"Vellore, TN",15.61271,79.19079,Digging,2025-04-04 16:17:00,2025-04-04 17:11:30,54.5,Clear,26.6,Good,Uneven,2378.2,5.08,5.59,9,933.3,534.4,19,1.98,107.3,2212.7,0,1,Fastened,No,No,0,100,No
620,2025-04-04 17:44:00,Afternoon,Motor Grader,MGR002,8.6,OP1004,53,15.5,SITE08,"Vizag, AP",8.7038,75.65967,Grading,2025-04-04 17:44:00,2025-04-04 18:09:54,25.9,Cloudy,32,Good,Flat,2983.4,4.93,11.42,14,982.5,309.9,3,1.11,91.1,2873.6,2,0,Fastened,No,No,1,100,No
621,2025-04-04 19:46:00,Afternoon,Excavator,EXC002,0.8,OP1003,27,19,SITE08,"Vizag, AP",8.69405,75.65599,Trenching,2025-04-04 19:46:00,2025-04-04 20:42:42,56.7,Fog,16.7,Poor,Flat,2194.3,4.59,4.86,7,1748.6,192.3,44,3.81,89.7,2165.4,0,1,Fastened,No,No,0,86.4,No
622,2025-04-04 20:37:00,Afternoon,Bulldozer,BDZ001,3,OP1025,52,17.2,SITE04,"Bengaluru, KA",14.70298,75.95538,Grading,2025-04-04 20:37:00,2025-04-04 21:06:54,29.9,Clear,30.2,Good,Flat,1598.6,4.76,9.55,9,974.8,428.9,36,2.31,89.7,2703.5,2,0,Fastened,No,No,0,92.8,No
623,2025-04-04 23:48:00,Night,Backhoe Loader,BHL002,5.6,OP1003,27,19,SITE03,"Vellore, TN",15.62658,79.20383,Loading,2025-04-04 23:48:00,2025-04-05 00:06:48,18.8,Fog,17.2,Poor,Uneven,2942,3.96,12.64,11,2098.1,162.3,57,3.29,91.5,2131.5,1,1,Fastened,No,No,1,83.9,No
624,2025-04-05 00:12:00,Night,Excavator,EXC003,5.9,OP1024,21,19.7,SITE07,"Nagpur, MH",18.24742,75.0449,Loading,2025-04-05 00:12:00,2025-04-05 01:36:42,84.7,Clear,26.2,Good,Uneven,3371,7.34,5.2,11,1280.4,333.8,1,2.82,92.7,2410.2,0,0,Fastened,No,No,5,100,No
625,2025-04-05 08:48:00,Morning,Backhoe Loader,BHL002,8.5,OP1038,26,10.7,SITE01,"Chennai, TN",16.02121,78.13026,Digging,2025-04-05 08:48:00,2025-04-05 09:11:30,23.5,Clear,33.8,Good,Uneven,4384.8,7.11,18.15,8,2644.7,380.7,2,2.27,85.7,2284.6,0,1,Fastened,No,No,1,100,No
626,2025-04-05 15:24:00,Afternoon,Wheel Loader,WLD002,3.6,OP1026,51,4.7,SITE07,"Nagpur, MH",18.24292,75.05093,Demolition,2025-04-05 15:24:00,2025-04-05 16:21:36,57.6,Rain,26,Moderate,Flat,3474.7,6.44,6.71,8,1997.1,333.9,29,4.03,89.6,2766.9,1,1,Fastened,No,No,2,93.5,No
627,2025-04-05 17:37:00,Afternoon,Excavator,EXC003,1.7,OP1030,48,15.2,SITE07,"Nagpur, MH",18.23405,75.03553,Loading,2025-04-05 17:37:00,2025-04-05 18:03:12,26.2,Clear,25.9,Good,Muddy,1638.6,5.56,12.73,9,2033.6,190.3,1,2.39,98.3,2391.7,1,0,Unfastened,No,No,1,94.5,Yes
628,2025-04-05 20:08:00,Afternoon,Wheel Loader,WLD001,2.5,OP1017,30,12.4,SITE07,"Nagpur, MH",18.23198,75.0454,Digging,2025-04-05 20:08:00,2025-04-05 20:51:42,43.7,Extreme Heat,41.7,Good,Uneven,4560.7,2.15,2.95,11,548.8,142.4,0,4.44,88.3,2445.7,0,0,Fastened,No,No,2,100,No
629,2025-04-05 20:51:00,Afternoon,Backhoe Loader,BHL001,12.1,OP1027,51,10.5,SITE06,"Pune, MH",10.57839,77.30152,Leveling,2025-04-05 20:51:00,2025-04-05 21:30:30,39.5,Clear,27.5,Good,Flat,2975.6,1.89,2.87,7,1424.4,478.5,19,4.1,91.6,2571.9,3,0,Fastened,No,No,0,98.9,No
630,2025-04-05 22:31:00,Night,Backhoe Loader,BHL003,1.5,OP1003,27,19,SITE05,"Hyderabad, TS",8.37807,77.67927,Grading,2025-04-05 22:31:00,2025-04-05 23:11:54,40.9,Clear,32.2,Good,Flat,1830.6,2.75,4.03,5,1739.2,441.5,35,2.8,89,2247.7,0,0,Unfastened,Yes,No,1,87.7,No
631,2025-04-06 02:22:00,Night,Backhoe Loader,BHL003,2.3,OP1040,25,14.9,SITE04,"Bengaluru, KA",14.70395,75.96057,Material Transport,2025-04-06 02:22:00,2025-04-06 03:26:54,64.9,Rain,22.3,Moderate,Flat,1515.9,7.33,6.78,3,1270.3,284.9,6,3.32,95.7,2361.6,0,0,Fastened,Yes,No,2,99,No
632,2025-04-06 03:39:00,Night,Backhoe Loader,BHL001,4.5,OP1038,26,10.7,SITE04,"Bengaluru, KA",14.7042,75.96125,Grading,2025-04-06 03:39:00,2025-04-06 04:49:36,70.6,Rain,23.9,Moderate,Flat,4311.7,3.48,2.96,10,1199.2,325.9,0,5.47,88.2,2249.1,0,0,Fastened,Yes,No,4,100,No
633,2025-04-06 04:49:00,Night,Wheel Loader,WLD001,0.7,OP1036,43,4.6,SITE04,"Bengaluru, KA",14.70306,75.94355,Grading,2025-04-06 04:49:00,2025-04-06 05:12:24,23.4,Cloudy,27.5,Good,Flat,2656.8,4.58,11.74,12,803.2,358.6,4,3.13,88.2,2343,0,0,Unfastened,Yes,No,1,100,No
634,2025-04-06 06:21:00,Morning,Backhoe Loader,BHL003,3.6,OP1033,42,7.5,SITE06,"Pune, MH",10.57261,77.32041,Leveling,2025-04-06 06:21:00,2025-04-06 07:02:00,41,Clear,34.9,Good,Muddy,2265.9,3.09,4.52,9,1416.2,334.9,44,1.1,82.7,2670.6,2,0,Fastened,No,No,2,87.2,No
635,2025-04-06 06:38:00,Morning,Excavator,EXC004,14.4,OP1040,25,14.9,SITE01,"Chennai, TN",16.01479,78.11925,Digging,2025-04-06 06:38:00,2025-04-06 07:30:00,52,Clear,25.4,Good,Rocky,4678.4,4.38,5.05,5,1289.5,408.1,26,4.42,85.9,2546.6,0,0,Fastened,No,Yes,16,80.2,No
636,2025-04-06 07:48:00,Morning,Backhoe Loader,BHL003,6.4,OP1006,48,21.5,SITE02,"Coimbatore, TN",14.79199,81.94994,Material Transport,2025-04-06 07:48:00,2025-04-06 08:59:24,71.4,Extreme Heat,43.9,Good,Muddy,2529.2,4.64,3.9,5,1392.4,416.8,26,3.01,86.3,2071.1,0,0,Unfastened,No,No,0,78,Yes
637,2025-04-06 10:59:00,Morning,Wheel Loader,WLD002,6.7,OP1034,38,8.5,SITE05,"Hyderabad, TS",8.37155,77.67924,Loading,2025-04-06 10:59:00,2025-04-06 11:36:18,37.3,Rain,21.6,Moderate,Muddy,2302.2,1.59,2.56,7,1661.8,412.5,10,2.79,91.6,2408.4,1,0,Unfastened,No,No,5,84.4,Yes
638,2025-04-06 17:33:00,Afternoon,Wheel Loader,WLD002,10.3,OP1038,26,10.7,SITE05,"Hyderabad, TS",8.3797,77.66797,Digging,2025-04-06 17:33:00,2025-04-06 18:45:30,72.5,Fog,20.5,Poor,Uneven,3586.6,7.53,6.23,8,2667.8,432.5,2,1.72,89.2,2274.3,0,0,Fastened,No,No,0,100,No
639,2025-04-06 20:08:00,Afternoon,Bulldozer,BDZ002,10.2,OP1009,50,3.3,SITE04,"Bengaluru, KA",14.70855,75.95675,Leveling,2025-04-06 20:08:00,2025-04-06 21:07:12,59.2,Rain,26.4,Moderate,Sloped,2939.2,3.98,4.03,6,1735.1,408.4,25,4.78,100.9,2529,0,0,Fastened,No,No,0,94.7,No
640,2025-04-06 21:23:00,Afternoon,Excavator,EXC005,12.9,OP1010,53,10.2,SITE06,"Pune, MH",10.56602,77.32053,Material Transport,2025-04-06 21:23:00,2025-04-06 22:40:06,77.1,Cloudy,26.8,Good,Uneven,3732.8,0.7,0.54,12,1792,325.6,73,3.69,95.4,2475.2,1,0,Fastened,No,No,0,77.9,No
641,2025-04-07 02:59:00,Night,Motor Grader,MGR002,8.1,OP1015,56,10,SITE08,"Vizag, AP",8.70228,75.65887,Demolition,2025-04-07 02:59:00,2025-04-07 03:38:36,39.6,Cloudy,27.5,Good,Uneven,3672.6,5.84,8.85,9,2018.1,412.1,38,4.21,93.2,2545.2,0,0,Fastened,No,No,0,91.8,No
642,2025-04-07 06:34:00,Morning,Excavator,EXC001,12.2,OP1016,32,5.4,SITE07,"Nagpur, MH",18.2378,75.03189,Demolition,2025-04-07 06:34:00,2025-04-07 07:40:30,66.5,Fog,19.3,Poor,Uneven,4720.3,5.69,5.13,5,1675.1,421.1,1,2.75,95.1,2674.9,0,0,Fastened,No,No,3,100,No
643,2025-04-07 10:54:00,Morning,Excavator,EXC002,3.8,OP1033,42,7.5,SITE01,"Chennai, TN",16.01331,78.13051,Loading,2025-04-07 10:54:00,2025-04-07 11:38:30,44.5,Clear,32.5,Good,Rocky,3692.8,3.32,4.48,7,2240.2,671.4,27,3.44,102.5,2571.8,1,0,Fastened,No,No,0,94.9,No
644,2025-04-07 11:58:00,Morning,Wheel Loader,WLD001,3.3,OP1024,21,19.7,SITE02,"Coimbatore, TN",14.787,81.94908,Material Transport,2025-04-07 11:58:00,2025-04-07 12:41:54,43.9,Fog,15.7,Poor,Flat,1829.8,3.73,5.1,11,1953,340.6,9,2.71,101.1,2213.4,1,0,Unfastened,No,No,2,100,No
645,2025-04-07 19:04:00,Afternoon,Excavator,EXC002,0.8,OP1019,45,18.3,SITE08,"Vizag, AP",8.70747,75.65066,Leveling,2025-04-07 19:04:00,2025-04-07 20:10:24,66.4,Fog,21.5,Poor,Uneven,1935.5,4.45,4.02,6,1603.3,607.7,21,3.99,100.2,2807.4,0,0,Fastened,Yes,Yes,0,81.7,Yes
646,2025-04-08 09:17:00,Morning,Excavator,EXC001,6.3,OP1040,25,14.9,SITE05,"Hyderabad, TS",8.37696,77.68212,Grading,2025-04-08 09:17:00,2025-04-08 10:20:24,63.4,Clear,35.1,Good,Flat,1937.1,4.74,4.49,10,1537.8,90.9,1,1.99,94.3,2269,1,0,Fastened,No,No,1,100,No
647,2025-04-08 10:21:00,Morning,Wheel Loader,WLD004,0.6,OP1028,46,1.4,SITE02,"Coimbatore, TN",14.78056,81.9461,Loading,2025-04-08 10:21:00,2025-04-08 10:56:30,35.5,Clear,25.9,Good,Sloped,2958.5,4.08,6.9,8,1953.1,475.3,17,3.66,91.2,2316.2,1,1,Fastened,No,No,0,100,No
648,2025-04-08 23:56:00,Night,Wheel Loader,WLD004,10.1,OP1011,37,8.5,SITE02,"Coimbatore, TN",14.77529,81.94017,Material Transport,2025-04-08 23:56:00,2025-04-09 00:56:36,60.6,Extreme Heat,40.5,Good,Flat,3503.3,4.78,4.73,10,2142.9,666.1,11,2.92,98.6,2592.1,0,0,Fastened,No,Yes,1,100,No
649,2025-04-09 01:59:00,Night,Wheel Loader,WLD001,3.1,OP1027,51,10.5,SITE08,"Vizag, AP",8.70823,75.66729,Grading,2025-04-09 01:59:00,2025-04-09 02:56:42,57.7,Clear,31.4,Good,Uneven,2534.8,3.81,3.96,13,926.6,259.3,115,3.17,98,2566.8,1,0,Unfastened,No,No,0,58.1,No
650,2025-04-09 05:52:00,Night,Wheel Loader,WLD003,12.8,OP1023,52,21.4,SITE05,"Hyderabad, TS",8.36632,77.67258,Digging,2025-04-09 05:52:00,2025-04-09 06:33:00,41,Cloudy,31.1,Good,Uneven,4138.6,2.67,3.91,11,1611.9,369.2,82,2.49,99.8,2427.3,0,0,Fastened,No,No,0,72.2,No
651,2025-04-09 06:33:00,Morning,Wheel Loader,WLD002,13.3,OP1028,46,1.4,SITE04,"Bengaluru, KA",14.71187,75.96072,Material Transport,2025-04-09 06:33:00,2025-04-09 07:18:00,45,Cloudy,28.5,Good,Flat,3031.2,4.89,6.52,10,1206.4,278.1,8,3.29,98.4,2478.3,0,1,Fastened,No,No,1,100,No
652,2025-04-09 12:13:00,Morning,Excavator,EXC004,6.2,OP1012,52,20.4,SITE05,"Hyderabad, TS",8.374,77.67635,Material Transport,2025-04-09 12:13:00,2025-04-09 12:34:24,21.4,Cloudy,24.6,Good,Uneven,1534.1,2.9,8.13,11,1702.8,415,9,2.52,96.5,2591.6,1,0,Unfastened,No,No,1,100,No
653,2025-04-09 15:08:00,Afternoon,Excavator,EXC002,12.1,OP1008,33,17.4,SITE03,"Vellore, TN",15.6121,79.1878,Demolition,2025-04-09 15:08:00,2025-04-09 15:55:48,47.8,Clear,31,Good,Uneven,1751.3,7.5,9.41,10,2885.3,458.7,23,3.49,85.6,2493.9,1,0,Fastened,No,No,2,98.9,No
654,2025-04-09 15:14:00,Afternoon,Excavator,EXC001,12.7,OP1012,52,20.4,SITE03,"Vellore, TN",15.61618,79.2019,Leveling,2025-04-09 15:14:00,2025-04-09 16:21:36,67.6,Extreme Heat,44.3,Good,Sloped,2543.8,3.26,2.89,7,1485.4,464.7,0,1.96,93.1,2358.6,0,0,Fastened,No,No,3,100,No
